nama_tempat,alamat,rating,jumlah_review,stt_tlp,website,latitude,longitude,aksesibilitas,type_place_clean,kota_kabupaten,is_24_hours,open_time,close_time,operational_status,telepon_clean,skor_aksesibilitas,Label_akses
Masjid Jami' Annur,"Jl. Bella Casa Residence, Kec. Sukmajaya","4,8",58.0,Ada,Tersedia,-6.4061602,106.8250831,,Masjid,Kota Depok,False,,,Tidak diketahui,87772893296.0,0,Tidak Tersedia
Masjid Jami' Darussalam,Jl. Kampung Baru Kavling No. 15 RT.02/17,"4,5",38.0,Ada,Tidak Tersedia,-6.4089182,106.8075254,['Tidak memiliki tempat parkir khusus pengguna kursi roda'],Masjid,Kota Depok,False,,,Tidak diketahui,81905815656.0,0,Tidak Tersedia
Masjid Jami' Al-Amal,Kec. Pancoran Mas,"4,6",50.0,Tidak Ada,Tidak Tersedia,-6.4111106,106.8122911,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kota Depok,False,,,Tidak diketahui,,0,Tidak Tersedia
GBI KAMBOJA (RAYON 9) DEPOK,"Jl. Kamboja No.18, Kec. Pancoran Mas","4,7",269.0,Tidak Ada,Tersedia,-6.3980853,106.8246435,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Gereja Protestan,Kota Depok,False,,,Tidak konsisten,,3,Aksesibilitas Cukup Lengkap
Gereja Kristen Pasundan Jemaat Depok,"Jl. St. Depok Lama No.7, Kec. Pancoran Mas","4,7",49.0,Tidak Ada,Tersedia,-6.4056782,106.8180395,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Gereja Protestan,Kota Depok,False,,,Tidak diketahui,,2,Aksesibilitas Terbatas
"Gereja Katolik Paroki Santo Herkulanus, Depok Jaya","Jl. Irian Jaya No.1, Kec. Pancoran Mas","4,8",291.0,Tidak Ada,Tersedia,-6.3936403,106.8080655,"['Memiliki kursi khusus pengguna kursi roda', 'Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda', ' Tidak dilengkapi dukungan instalasi bantu dengar']",Gereja Katolik,Kota Depok,False,,,Tidak diketahui,,3,Aksesibilitas Cukup Lengkap
GPIB Immanuel Depok,"Jl. Pemuda No.70, Kec. Pancoran Mas","4,8",261.0,Tidak Ada,Tersedia,-6.4031152,106.8247146,,Gereja Protestan,Kota Depok,False,,,Tidak konsisten,,0,Tidak Tersedia
GPIB Shalom Depok,"Jl. Kembang Lio No.9, Kecamatan Beji","4,8",150.0,Tidak Ada,Tersedia,-6.3896771,106.8171455,['Memiliki pintu masuk khusus pengguna kursi roda'],Gereja Protestan,Kota Depok,False,,,Tidak konsisten,,1,Aksesibilitas Terbatas
Gereja Toraja Jemaat Depok,"Jl. Pemuda No.62A, Kec. Pancoran Mas","4,7",68.0,Ada,Tersedia,-6.4029589,106.8236621,,Gereja Umum,Kota Depok,False,,,Tidak diketahui,2177203164.0,0,Tidak Tersedia
Gereja Baptis Indonesia Depok,"Jl. Bungur No.RT. 003/11, Kec. Pancoran Mas","4,5",49.0,Tidak Ada,Tersedia,-6.3986686,106.8216941,['Memiliki pintu masuk khusus pengguna kursi roda'],Gereja Umum,Kota Depok,False,,,Tidak konsisten,,1,Aksesibilitas Terbatas
GPIB Pancaran Kasih Depok,"Jl. Tole Iskandar No.27, Kec. Cilodong","4,8",191.0,Tidak Ada,Tersedia,-6.4099299,106.8608014,,Gereja Protestan,Kota Depok,False,,,Tidak konsisten,,0,Tidak Tersedia
Gereja Kristen Jawa Depok,"Jl. Nakula Raya No.1, Kec. Sukmajaya","4,7",44.0,Ada,Tersedia,-6.3904933,106.8414127,['Memiliki pintu masuk khusus pengguna kursi roda'],Gereja Protestan,Kota Depok,False,,,Tidak diketahui,217701557.0,1,Aksesibilitas Terbatas
"Gereja Katolik Paroki Santo Markus, Depok Timur","Jalan Kerinci Raya No.11 RT.08 10, Kec. Sukmajaya","4,8",185.0,Tidak Ada,Tersedia,-6.3948945,106.8536982,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Gereja Katolik,Kota Depok,False,,,Tidak diketahui,,2,Aksesibilitas Terbatas
HKBP Depok 1,"Jl. Cendrawasih Raya No.1, Kec. Pancoran Mas","4,7",223.0,Ada,Tersedia,-6.3913151,106.8066811,['Memiliki pintu masuk khusus pengguna kursi roda'],Gereja Protestan,Kota Depok,False,,,Tidak diketahui,2177201639.0,1,Aksesibilitas Terbatas
Abbalove Depok,"Jl. Kenanga No.3A, Kec. Pancoran Mas","4,6",133.0,Tidak Ada,Tersedia,-6.4010145,106.8223534,"['Memiliki kursi khusus pengguna kursi roda', 'Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', ' Tidak dilengkapi dukungan instalasi bantu dengar']",Gereja Umum,Kota Depok,False,,,Tidak konsisten,,2,Aksesibilitas Terbatas
GBI PEKAPURAN,"Jl. Pekapuran No.3B, Kec. Cimanggis","4,7",75.0,Tidak Ada,Tersedia,-6.3863916,106.8710402,['Memiliki pintu masuk khusus pengguna kursi roda'],Pura,Kota Depok,False,,,Tidak konsisten,,1,Aksesibilitas Terbatas
Gereja HKBP Depokdua,"Jl. Samiaji Raya No.1, Kec. Sukmajaya","4,6",200.0,Ada,Tidak Tersedia,-6.389558,106.83983,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Gereja Protestan,Kota Depok,False,,,Tidak diketahui,217702053.0,2,Aksesibilitas Terbatas
GPIB Sawangan Depok,"Jl. Arco Raya No.30, Kec. Bojongsari","4,6",92.0,Ada,Tersedia,-6.4363746,106.7486576,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Gereja Protestan,Kota Depok,False,,,Tidak diketahui,2518611290.0,2,Aksesibilitas Terbatas
GBKP Runggun Depok-Lenteng Agung,Kecamatan Beji,"4,9",83.0,Tidak Ada,Tersedia,-6.3885458,106.8204016,['Memiliki pintu masuk khusus pengguna kursi roda'],Gereja Umum,Kota Depok,False,,,Tidak konsisten,,1,Aksesibilitas Terbatas
GKI CILODONG,"Jl. Toraya No.52, Kec. Cilodong","4,8",49.0,Tidak Ada,Tersedia,-6.4361991,106.8385128,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Gereja Protestan,Kota Depok,False,,,Tidak diketahui,,2,Aksesibilitas Terbatas
GKPI Depok,"Jl. Siliwangi dalam No.21, Kec. Pancoran Mas","4,8",44.0,Tidak Ada,Tersedia,-6.4004082,106.8237056,,Gereja Protestan,Kota Depok,False,,,Tidak konsisten,,0,Tidak Tersedia
Gereja HKBP Depok Timur,"Jl. Kerinci Raya No.9, Kec. Sukmajaya","4,7",180.0,Ada,Tersedia,-6.395274,106.8533167,,Gereja Protestan,Kota Depok,False,,,Tidak diketahui,217719164.0,0,Tidak Tersedia
GPIB Cinere,"Jl. Irian No.J2, Kec. Cinere","4,7",66.0,Tidak Ada,Tersedia,-6.3497554,106.7775113,,Gereja Protestan,Kota Depok,False,,,Tidak konsisten,,0,Tidak Tersedia
Gereja Presbiterian Bukit Sion Indonesia,"Jl. Telaga Warna I No. 2, Kec. Cinere","4,9",73.0,Tidak Ada,Tersedia,-6.321294,106.782176,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Gereja Umum,Kota Depok,False,,,Tidak konsisten,,2,Aksesibilitas Terbatas
GKMI PETRA DEPOK,"Jl. Cempaka No.2, Kec. Pancoran Mas","4,9",35.0,Ada,Tersedia,-6.3991459,106.8231905,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Gereja Umum,Kota Depok,False,,,Tidak diketahui,217773450.0,2,Aksesibilitas Terbatas
HKBP Cimanggis,Kec. Cimanggis,"4,5",35.0,Tidak Ada,Tidak Tersedia,-6.3879919,106.8674611,,Gereja Protestan,Kota Depok,False,,,Tidak diketahui,,0,Tidak Tersedia
GBI DTC,"depok town centre jl. raya sawangan ruko no 1 & 2, Kec. Pancoran Mas","4,8",55.0,Tidak Ada,Tersedia,-6.3961999,106.7925873,"['Mendukung broadcast audio Auracast', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Tidak memiliki kursi khusus pengguna kursi roda', 'Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak ada toilet khusus pengguna kursi roda']",Gereja Protestan,Kota Depok,False,,,Tidak diketahui,,0,Tidak Tersedia
GBI Siliwangi Depok,"Jl. Siliwangi No.3b, Kec. Pancoran Mas","4,8",33.0,Tidak Ada,Tersedia,-6.3996861,106.8219107,,Gereja Protestan,Kota Depok,False,,,Tidak konsisten,,0,Tidak Tersedia
GPPS Cimanggis,Kec. Sukmajaya,"4,8",34.0,Tidak Ada,Tidak Tersedia,-6.3969776,106.8650202,['Memiliki pintu masuk khusus pengguna kursi roda'],Gereja Umum,Kota Depok,False,,,Tidak konsisten,,1,Aksesibilitas Terbatas
CDC Church Depok,"Jl. Margonda Raya No.Kav. 88 Lantai 3, Kecamatan Beji","5,0",45.0,Tidak Ada,Tersedia,-6.3867787,106.8261306,"['Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda', ' Tidak dilengkapi dukungan instalasi bantu dengar', 'Tidak memiliki kursi khusus pengguna kursi roda']",Gereja Umum,Kota Depok,False,,,Tidak konsisten,,0,Tidak Tersedia
Cetiya Dhammajala Depok,"Jl. Dewi Sartika No.8 Blok E, Kec. Pancoran Mas","4,3",31.0,Tidak Ada,Tersedia,-6.400383,106.8178242,,Vihara,Kota Depok,False,,,Tidak konsisten,,0,Tidak Tersedia
Masjid Jami Nurul Huda,Kec. Warudoyong,"4,6",144.0,Tidak Ada,Tidak Tersedia,-6.9467503,106.9151064,,Masjid,Kota Sukabumi,False,,,Tidak diketahui,,0,Tidak Tersedia
Mushola Albarokah,"Jl. Jeruk Nyelap, Kec. Lembursitu","4,6",37.0,Tidak Ada,Tidak Tersedia,-6.9620424,106.9012145,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kota Sukabumi,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid An Nuur,Kec. Cikole,"4,7",64.0,Tidak Ada,Tidak Tersedia,-6.9216617,106.9366995,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kota Sukabumi,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid At Tarfi (LDII),Kec. Citamiang,"5,0",36.0,Tidak Ada,Tersedia,-6.9352964,106.9365572,,Masjid,Kota Sukabumi,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Jami Al-Muawwanah,Kec. Baros,"4,6",65.0,Tidak Ada,Tidak Tersedia,-6.9656977,106.9402689,,Masjid,Kabupaten Sukabumi,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Jami Baiturahman,"Jl. Raya Rambay No.7, Kec. Cisaat","4,7",279.0,Tidak Ada,Tidak Tersedia,-6.9103228,106.8954656,['Tidak memiliki tempat parkir khusus pengguna kursi roda'],Masjid,Kabupaten Sukabumi,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Besar Al-Faizin,"Jl. Koleberes, Kec. Warudoyong","4,9",34.0,Tidak Ada,Tidak Tersedia,-6.9407795,106.9149368,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kota Sukabumi,False,,,Tidak diketahui,,0,Tidak Tersedia
GKP Jemaat Sukabumi,"Jl. Surya Kencana No.41, Kec. Cikole","4,7",33.0,Tidak Ada,Tersedia,-6.9167384,106.9305013,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Gereja Protestan,Kota Sukabumi,False,,,Tidak konsisten,,2,Aksesibilitas Terbatas
Gereja Kristen Indonesia (Anggota PGI) - Kota Sukabumi,"Jl. Zaenal Zakse No.15, Kec. Cikole","4,8",34.0,Ada,Tersedia,-6.9220748,106.9308929,['Memiliki pintu masuk khusus pengguna kursi roda'],Gereja Protestan,Kota Sukabumi,False,,,Tidak diketahui,266221202.0,1,Aksesibilitas Terbatas
Gereja Sidang Kristus,"Jl. Masjid No.8, Kec. Cikole","4,5",72.0,Tidak Ada,Tersedia,-6.9203335,106.9256551,,Gereja Umum,Kota Sukabumi,False,,,Tidak diketahui,,0,Tidak Tersedia
Gereja Baptis Indonesia Baitani,"JL. Laks L RE Martadinata 86, Kec. Cikole","4,8",36.0,Ada,Tersedia,-6.9208422,106.9331177,['Memiliki pintu masuk khusus pengguna kursi roda'],Gereja Umum,Kota Sukabumi,False,,,Tidak diketahui,266221754.0,1,Aksesibilitas Terbatas
HKBP Resort Sukabumi,"Jl. Babakan Sirna No.33, Kec. Warudoyong","4,7",82.0,Tidak Ada,Tersedia,-6.9184992,106.9134271,,Gereja Protestan,Kota Sukabumi,False,,,Tidak diketahui,,0,Tidak Tersedia
Gereja Bethel Indonesia Eben Haezer (GBI 282 Sukabumi),"Jl. A. Yani, Kec. Cikole","4,5",56.0,Tidak Ada,Tersedia,-6.9231786,106.934772,,Gereja Protestan,Kota Sukabumi,False,,,Tidak konsisten,,0,Tidak Tersedia
GKI Cibadak,"Jl. Perintis Kemerdekaan No.9, Kec. Cibadak","4,8",30.0,Ada,Tidak Tersedia,-6.8939332,106.7836663,,Gereja Protestan,Kabupaten Sukabumi,False,,,Tidak konsisten,81260600745.0,0,Tidak Tersedia
GBI A. YANI 20,"Jl. A. Yani No.20, Kec. Warudoyong","5,0",44.0,Tidak Ada,Tersedia,-6.9221448,106.9242183,,Gereja Protestan,Kota Sukabumi,False,,,Tidak konsisten,,0,Tidak Tersedia
GMS Sukabumi,"Jl. Royal Kabandungan Blok BB 07, Kec. Cikole","5,0",34.0,Tidak Ada,Tersedia,-6.9091697,106.9306346,,Gereja Umum,Kota Sukabumi,False,,,Tidak konsisten,,0,Tidak Tersedia
Geredja Pantekosta di Indonesia Sukabumi,"Jl. Veteran II No.18, Kec. Cikole","4,8",31.0,Tidak Ada,Tersedia,-6.9181059,106.9263975,,Gereja Umum,Kota Sukabumi,False,,,Tidak diketahui,,0,Tidak Tersedia
GSJA Charismata Sukabumi,"Jl. Sudirman No.81, Kec. Warudoyong","4,9",78.0,Tidak Ada,Tersedia,-6.9196182,106.9174811,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Gereja Protestan,Kota Sukabumi,False,,,Tidak konsisten,,2,Aksesibilitas Terbatas
"Gereja Katolik Paroki Hati Maria Tak Bernoda, Cicurug","Jl. Siliwangi No.35, Kec. Cicurug","4,7",74.0,Ada,Tersedia,-6.7899559,106.7789843,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Gereja Katolik,Kabupaten Sukabumi,False,,,Tidak diketahui,266731014.0,3,Aksesibilitas Cukup Lengkap
Masjid Besar Kawalu,"Jl. Perintis Kemerdekaan, Kec. Kawalu","4,6",487.0,Tidak Ada,Tidak Tersedia,-7.3817761,108.2083037,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Tasikmalaya,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Besar Al-Rosyad,"Jl. Letnan Ibrahim Adji, Kec. Indihiang","4,6",84.0,Ada,Tidak Tersedia,-7.2925092,108.2001202,,Masjid,Kabupaten Tasikmalaya,False,,,Tidak diketahui,81323325112.0,0,Tidak Tersedia
Masjid Agung Baiturrohman,Kec. Singaparna,"4,6",468.0,Ada,Tidak Tersedia,-7.357472,108.112673,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Masjid,Kabupaten Tasikmalaya,False,,,Tidak diketahui,87808162123.0,3,Aksesibilitas Cukup Lengkap
Mesjid Agung Singaparna Gebu,Kec. Singaparna,"4,7",248.0,Tidak Ada,Tidak Tersedia,-7.3582586,108.112415,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Masjid,Kabupaten Tasikmalaya,False,,,Tidak diketahui,,3,Aksesibilitas Cukup Lengkap
Gereja Bethel Indonesia,"Jl. Tentara Pelajar No.19, Kec. Tawang","4,8",90.0,Tidak Ada,Tersedia,-7.3278967,108.2244648,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Gereja Umum,Kabupaten Tasikmalaya,False,,,Tidak konsisten,,3,Aksesibilitas Cukup Lengkap
GBI Empangsari,"Jl. Empang Sari, Kec. Tawang","4,9",62.0,Tidak Ada,Tidak Tersedia,-7.3297955,108.2223993,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Gereja Protestan,Kabupaten Tasikmalaya,False,,,Tidak diketahui,,2,Aksesibilitas Terbatas
Masjid Jami Al-A'Dhom Tulungagung,,"4,6",333.0,Tidak Ada,Tidak Tersedia,-6.5403763,108.3519791,,Masjid,Kabupaten Indramayu,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Jami Al-Barokah,Kec. Bongas,"4,6",39.0,Tidak Ada,Tidak Tersedia,-6.3738348,108.0342006,,Masjid,Kabupaten Indramayu,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Riyadhul Jannah PLTU Indramayu,Kec. Sukra,"4,7",44.0,Tidak Ada,Tidak Tersedia,-6.2743559,107.9665967,,Masjid,Kabupaten Indramayu,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Jami Darussalam Bugel Indramayu,Kec. Patrol,"4,7",495.0,Tidak Ada,Tidak Tersedia,-6.3156811,108.0094629,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Indramayu,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Al-Ikhlas,Kec. Kandanghaur,"4,8",276.0,Tidak Ada,Tidak Tersedia,-6.3284623,108.0838769,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Indramayu,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Jami' Nurul Hikmah,Kec. Sliyeg,"4,8",47.0,Tidak Ada,Tidak Tersedia,-6.4776735,108.3460009,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Indramayu,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Al Hayat,Kec. Gantar,"4,6",81.0,Tidak Ada,Tidak Tersedia,-6.5276783,108.0104475,,Masjid,Kabupaten Indramayu,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Nurul Huda,Kec. Kandanghaur,"4,7",139.0,Ada,Tidak Tersedia,-6.3482932,108.1010584,,Masjid,Kabupaten Indramayu,False,,,Tidak diketahui,89671443234.0,0,Tidak Tersedia
Masjid Al-furqon Kertawinangun,"Jl. Raya Kertawinangun No.17, Kec. Kandanghaur","4,8",113.0,Tidak Ada,Tidak Tersedia,-6.3261131,108.0798406,,Masjid,Kabupaten Indramayu,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Jami Baitul Muttaqien,Kec. Anjatan,"4,6",44.0,Tidak Ada,Tidak Tersedia,-6.3683016,107.9559078,,Masjid,Kabupaten Indramayu,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Jami Al-Istiqomah,"Jl. Raya, Kec. Lohbener","4,7",104.0,Tidak Ada,Tidak Tersedia,-6.3992926,108.2831608,,Masjid,Kabupaten Indramayu,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Jami Baiturrahmah,Kec. Tukdana,"4,5",74.0,Tidak Ada,Tidak Tersedia,-6.5406088,108.2852042,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Indramayu,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Jami Ash Shoddiq Lelea,Jalan Raya,"4,7",51.0,Tidak Ada,Tidak Tersedia,-6.4196984,108.2537574,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Indramayu,False,,,Tidak diketahui,,0,Tidak Tersedia
"Gereja Katolik Bunda Pembantu Abadi, Pamanukan","Jl. Eyang Tirtapraja No.30, Kec. Pamanukan","4,7",33.0,Ada,Tidak Tersedia,-6.283467,107.8193927,,Gereja Katolik,Kabupaten Subang,False,,,Tidak konsisten,260551167.0,0,Tidak Tersedia
GKP TAMIYANG REHOBOTH,Kec. Kroya,"4,5",39.0,Ada,Tersedia,-6.4625285,107.9794943,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Gereja Protestan,Kabupaten Indramayu,False,,,Tidak diketahui,818181202.0,0,Tidak Tersedia
Gereja Pantekosta Indramayu,"Jl. Let Jend. Suprapto No.125, Kec. Indramayu","4,6",46.0,Tidak Ada,Tidak Tersedia,-6.3376333,108.3248228,,Gereja Umum,Kabupaten Indramayu,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Raya KIIC,,"4,6",552.0,Tidak Ada,Tidak Tersedia,-6.3549518,107.2708317,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Karawang,False,,,Tidak diketahui,,0,Tidak Tersedia
"Gereja Katolik Paroki Kristus Raja, Karawang","Jl. Parahiyangan No.45, Kec. Karawang Bar","4,7",458.0,Ada,Tersedia,-6.315867,107.3089935,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Gereja Katolik,Kabupaten Karawang,False,,,Tidak diketahui,81111846688.0,3,Aksesibilitas Cukup Lengkap
Gereja Bethel Indonesia Sion,"Jl. Tuparev No.78, Kec. Karawang Bar","4,6",62.0,Ada,Tersedia,-6.3086223,107.3036284,,Gereja Umum,Kabupaten Karawang,False,,,Tidak diketahui,267403865.0,0,Tidak Tersedia
GKP Cikampek,"Jl. Ahmad Yani No.23, Kec. Cikampek","4,8",35.0,Tidak Ada,Tidak Tersedia,-6.4042763,107.4519261,,Gereja Protestan,Kabupaten Karawang,False,,,Tidak konsisten,,0,Tidak Tersedia
"Gereja Katolik Santa Maria, Kota Bukit Indah","Jl. Kota Bukit Indah Raya, Kec. Bungursari","4,8",209.0,Tidak Ada,Tidak Tersedia,-6.4440306,107.4678547,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Gereja Katolik,Kabupaten Purwakarta,False,,,Tidak diketahui,,2,Aksesibilitas Terbatas
GSRI Karawang,Kec. Karawang Bar,"4,9",39.0,Tidak Ada,Tersedia,-6.3091562,107.3012278,['Memiliki pintu masuk khusus pengguna kursi roda'],Gereja Umum,Kabupaten Karawang,False,,,Tidak diketahui,,1,Aksesibilitas Terbatas
GKP Immanuel Karawang,"Jl. Kertabumi No.39, Kec. Karawang Bar","4,7",129.0,Ada,Tersedia,-6.3045485,107.2928894,,Gereja Protestan,Kabupaten Karawang,False,,,Tidak konsisten,267402039.0,0,Tidak Tersedia
"Gereja Katolik - Paroki St Marinus, Resinda",Jl. Pandawa No.2,"4,8",153.0,Ada,Tersedia,-6.2919774,107.2694553,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Gereja Katolik,Kabupaten Karawang,False,,,Tidak diketahui,267412641.0,3,Aksesibilitas Cukup Lengkap
GPdI Resinda,Jl. Pandawa,"4,8",61.0,Tidak Ada,Tersedia,-6.2915026,107.2697009,['Memiliki pintu masuk khusus pengguna kursi roda'],Gereja Umum,Kabupaten Karawang,False,,,Tidak diketahui,,1,Aksesibilitas Terbatas
Gereja Bethel Indonesia Cikampek,"Jl. Ahmad Yani No.63, Kec. Cikampek","4,6",68.0,Ada,Tidak Tersedia,-6.407159,107.4548725,,Gereja Umum,Kabupaten Karawang,False,,,Tidak diketahui,264303921.0,0,Tidak Tersedia
Vihara Buddha Sasana,Kec. R,"4,7",38.0,Ada,Tidak Tersedia,-6.1516786,107.3034262,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Vihara,Kabupaten Karawang,False,,,Tidak diketahui,267482581.0,2,Aksesibilitas Terbatas
Masjid Jami' Nurul Islam Karangtawang,Kec. Kuningan,"4,8",161.0,Tidak Ada,Tidak Tersedia,-6.9922488,108.5094466,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Kuningan,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Jami Al-Muttaqin,Kec. Kuningan,"4,7",31.0,Tidak Ada,Tidak Tersedia,-6.9801996,108.4873934,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Kuningan,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Al Hidayah,Kec. Jalaksana,"4,7",212.0,Tidak Ada,Tidak Tersedia,-6.9080771,108.4889923,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Kuningan,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Baiturrahman Kadugede,Kec. Kadugede,"4,7",271.0,Ada,Tidak Tersedia,-7.004467,108.4526878,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Kuningan,False,,,Tidak diketahui,81222475221.0,0,Tidak Tersedia
Masjid Al - Munawwar,"Jl. Pramuka, Kec. Kuningan","4,8",63.0,Tidak Ada,Tidak Tersedia,-6.974781,108.4825803,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Kuningan,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Jami' An-Nur (Ahmadiyah),Kec. Kuningan,"4,8",132.0,Tidak Ada,Tidak Tersedia,-6.9043134,108.4871525,,Masjid,Kabupaten Kuningan,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Nurul Iman,Kec. Kuningan,"4,6",44.0,Tidak Ada,Tidak Tersedia,-6.9772079,108.4843254,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Kuningan,False,,,Tidak diketahui,,0,Tidak Tersedia
