nama_tempat,alamat,rating,jumlah_review,stt_tlp,website,latitude,longitude,aksesibilitas,type_place_clean,kota_kabupaten,is_24_hours,open_time,close_time,operational_status,telepon_clean,skor_aksesibilitas,Label_akses
Masjid Jami Al Barkah,"Jl. Raya Kemiri, Kec. Jayakerta","4,6",55.0,Tidak Ada,Tidak Tersedia,-6.1280863,107.3197937,,Masjid,Kabupaten Karawang,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid Jami Al-Falah,Kec. Ciampel,"4,7",38.0,Tidak Ada,Tidak Tersedia,-6.4124133,107.3504983,,Masjid,Kabupaten Karawang,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid Jami' Baiturrohman,"Jl. Proklamasi No.20, Kec. Karawang Bar","4,9",101.0,Tidak Ada,Tersedia,-6.2672615,107.2782581,,Masjid,Kabupaten Karawang,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid Jami Al-Hidayah,"Jl. Raya Klari No.25, Kec. Klari","4,7",106.0,Tidak Ada,Tidak Tersedia,-6.3527562,107.3450826,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Karawang,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid Mitra,"Jl. Mitra Tim. II, Kec. Ciampel","4,8",83.0,Tidak Ada,Tidak Tersedia,-6.3720241,107.32295,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Karawang,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid Jamie Al-Ulya,"Jalan Rangga Gede RT. 006 RW. 012 KP. Teluk Mungkal. Kel, Kec. Karawang Bar","4,7",63.0,Ada,Tidak Tersedia,-6.2832997,107.2790986,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Karawang,False,04:30,22:30,Normal,82211621364.0,0,Tidak Tersedia
Masjid Raya KIIC,,"4,6",552.0,Tidak Ada,Tidak Tersedia,-6.3549518,107.2708317,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Karawang,False,04:00,22:00,Tidak diketahui,,0,Tidak Tersedia
Masjid Jami Al-Huda,"Jl. Suhud Hidayat No.13, Kec. Karawang Tim","4,7",160.0,Tidak Ada,Tidak Tersedia,-6.3290236,107.3261053,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Karawang,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Gereja GKI Rengasdengklok,"Jl. Perintis Kemerdekaan, Kec. R","4,5",42.0,Ada,Tidak Tersedia,-6.1584585,107.2951865,['Memiliki pintu masuk khusus pengguna kursi roda'],Gereja Protestan,Kabupaten Karawang,False,08:00,04:00,Tidak konsisten,85719992038.0,1,Aksesibilitas Terbatas
HKBP Karawang Resort Karawang. Kota Karawang.,Jl. Resinda No.8 Blok J,"4,6",124.0,Tidak Ada,Tersedia,-6.2910907,107.2698516,,Gereja Protestan,Kabupaten Karawang,False,08:00,22:00,Normal,,0,Tidak Tersedia
"Gereja Katolik Paroki Kristus Raja, Karawang","Jl. Parahiyangan No.45, Kec. Karawang Bar","4,7",458.0,Ada,Tersedia,-6.315867,107.3089935,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Gereja Katolik,Kabupaten Karawang,False,05:07,18:30,Tidak diketahui,81111846688.0,3,Aksesibilitas Cukup Lengkap
GBI Galuh Mas Karawang,,"4,9",118.0,Tidak Ada,Tersedia,-6.3252539,107.2900707,['Memiliki pintu masuk khusus pengguna kursi roda'],Gereja Protestan,Kabupaten Karawang,False,08:00,22:00,Normal,,1,Aksesibilitas Terbatas
Gereja Bethel Indonesia Sion,"Jl. Tuparev No.78, Kec. Karawang Bar","4,6",62.0,Ada,Tersedia,-6.3086223,107.3036284,,Gereja Umum,Kabupaten Karawang,False,05:07,18:30,Tidak diketahui,267403865.0,0,Tidak Tersedia
GKI Lippo Cikarang,Jl. MH. Thamrin,"4,7",152.0,Ada,Tersedia,-6.33137,107.148921,,Gereja Protestan,Kabupaten Bekasi,True,00:00,23:59,24 Jam,2189900165.0,0,Tidak Tersedia
HKBP Ressort Cikampek,"Jl. Kamojing No.1, Kec. Cikampek","4,5",84.0,Ada,Tidak Tersedia,-6.4106549,107.4563889,,Gereja Protestan,Kabupaten Karawang,True,00:00,23:59,24 Jam,82311111649.0,0,Tidak Tersedia
GKP Cikampek,"Jl. Ahmad Yani No.23, Kec. Cikampek","4,8",35.0,Tidak Ada,Tidak Tersedia,-6.4042763,107.4519261,,Gereja Protestan,Kabupaten Karawang,False,05:07,18:30,Tidak konsisten,,0,Tidak Tersedia
"Gereja Katolik Santa Maria, Kota Bukit Indah","Jl. Kota Bukit Indah Raya, Kec. Bungursari","4,8",209.0,Tidak Ada,Tidak Tersedia,-6.4440306,107.4678547,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Gereja Katolik,Kabupaten Purwakarta,False,05:07,18:30,Tidak diketahui,,2,Aksesibilitas Terbatas
GSRI Karawang,Kec. Karawang Bar,"4,9",39.0,Tidak Ada,Tersedia,-6.3091562,107.3012278,['Memiliki pintu masuk khusus pengguna kursi roda'],Gereja Umum,Kabupaten Karawang,False,05:07,18:30,Tidak diketahui,,1,Aksesibilitas Terbatas
Gereja Kristen Pasundan Purwakarta,"Jl. Jendral Sudirman No.226, Kec. Purwakarta","4,5",80.0,Tidak Ada,Tersedia,-6.5420562,107.4438784,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Gereja Protestan,Kabupaten Purwakarta,False,08:00,14:00,Normal,,2,Aksesibilitas Terbatas
GKP Immanuel Karawang,"Jl. Kertabumi No.39, Kec. Karawang Bar","4,7",129.0,Ada,Tersedia,-6.3045485,107.2928894,,Gereja Protestan,Kabupaten Karawang,False,05:07,18:30,Tidak konsisten,267402039.0,0,Tidak Tersedia
"Gereja Katolik - Paroki St Marinus, Resinda",Jl. Pandawa No.2,"4,8",153.0,Ada,Tersedia,-6.2919774,107.2694553,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Gereja Katolik,Kabupaten Karawang,False,05:07,18:30,Tidak diketahui,267412641.0,3,Aksesibilitas Cukup Lengkap
GPdI Resinda,Jl. Pandawa,"4,8",61.0,Tidak Ada,Tersedia,-6.2915026,107.2697009,['Memiliki pintu masuk khusus pengguna kursi roda'],Gereja Umum,Kabupaten Karawang,False,05:07,18:30,Tidak diketahui,,1,Aksesibilitas Terbatas
GBI Cinangoh Karawang,"Jl. Tuparev No.429b, Kec. Karawang Tim","4,7",146.0,Ada,Tersedia,-6.3088746,107.310573,,Gereja Protestan,Kabupaten Karawang,True,00:00,23:59,24 Jam,81290674590.0,0,Tidak Tersedia
Gereja Bethel Indonesia Cikampek,"Jl. Ahmad Yani No.63, Kec. Cikampek","4,6",68.0,Ada,Tidak Tersedia,-6.407159,107.4548725,,Gereja Umum,Kabupaten Karawang,False,05:07,18:30,Tidak diketahui,264303921.0,0,Tidak Tersedia
Vihara Buddha Sasana,Kec. R,"4,7",38.0,Ada,Tidak Tersedia,-6.1516786,107.3034262,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Vihara,Kabupaten Karawang,False,05:07,18:30,Tidak diketahui,267482581.0,2,Aksesibilitas Terbatas
Vihara Surya Adhi Guna,"Jl. Raya R.Dengklok No.94, Kec. R","4,7",37.0,Ada,Tidak Tersedia,-6.1622595,107.2979136,,Vihara,Kabupaten Karawang,True,00:00,23:59,24 Jam,267482447.0,0,Tidak Tersedia
Masjid Al-Furqan,"Jl. Melati Raya No.236, Kec. Kuningan","4,8",41.0,Tidak Ada,Tidak Tersedia,-6.9683901,108.5052677,,Masjid,Kabupaten Kuningan,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid Hidayatul Faishol,Kec. Kadugede,"4,9",38.0,Tidak Ada,Tidak Tersedia,-6.9865438,108.4325455,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Kuningan,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid Jami' Nurul Islam Karangtawang,Kec. Kuningan,"4,8",161.0,Tidak Ada,Tidak Tersedia,-6.9922488,108.5094466,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Kuningan,False,04:00,22:00,Tidak diketahui,,0,Tidak Tersedia
Masjid Jami Al-Muttaqin,Kec. Kuningan,"4,7",31.0,Tidak Ada,Tidak Tersedia,-6.9801996,108.4873934,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Kuningan,False,04:00,22:00,Tidak diketahui,,0,Tidak Tersedia
Masjid Agung Ancaran,"Jl. Ancaran, Kec. Kuningan","4,6",221.0,Tidak Ada,Tidak Tersedia,-6.9693163,108.5149059,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Kuningan,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid AT TAQWA Ciawigebang,Kec. Ciawigebang,"4,7",305.0,Tidak Ada,Tidak Tersedia,-6.9722382,108.5826003,['Tidak memiliki tempat parkir khusus pengguna kursi roda'],Masjid,Kabupaten Kuningan,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Kuningan Islamic Center,"Jl. Dr. Ir. Soekarno, Kec. Kuningan","4,5",659.0,Tidak Ada,Tidak Tersedia,-6.9600721,108.4764567,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Masjid,Kabupaten Kuningan,True,00:00,23:59,24 Jam,,2,Aksesibilitas Terbatas
Masjid Al Hidayah,Kec. Jalaksana,"4,7",212.0,Tidak Ada,Tidak Tersedia,-6.9080771,108.4889923,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Kuningan,False,04:00,22:00,Tidak diketahui,,0,Tidak Tersedia
Masjid Ma'had Umar Bin Khottob,Kec. Lebakwangi,"4,6",49.0,Ada,Tersedia,-7.0235794,108.5985491,['Tidak memiliki pintu masuk khusus pengguna kursi roda'],Masjid,Kabupaten Kuningan,False,09:00,17:00,Normal,89644462429.0,0,Tidak Tersedia
Masjid Baiturrahman Kadugede,Kec. Kadugede,"4,7",271.0,Ada,Tidak Tersedia,-7.004467,108.4526878,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Kuningan,False,04:00,22:00,Tidak diketahui,81222475221.0,0,Tidak Tersedia
Masjid Al - Munawwar,"Jl. Pramuka, Kec. Kuningan","4,8",63.0,Tidak Ada,Tidak Tersedia,-6.974781,108.4825803,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Kuningan,False,04:00,22:00,Tidak diketahui,,0,Tidak Tersedia
Masjid Jami' An-Nur (Ahmadiyah),Kec. Kuningan,"4,8",132.0,Tidak Ada,Tidak Tersedia,-6.9043134,108.4871525,,Masjid,Kabupaten Kuningan,False,04:00,22:00,Tidak diketahui,,0,Tidak Tersedia
Masjid Nurul Iman,Kec. Kuningan,"4,6",44.0,Tidak Ada,Tidak Tersedia,-6.9772079,108.4843254,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Kuningan,False,04:00,22:00,Tidak diketahui,,0,Tidak Tersedia
Masjid Al Barokah,Kec. Lebakwangi,"4,6",100.0,Tidak Ada,Tidak Tersedia,-7.0048309,108.5873353,['Memiliki pintu masuk khusus pengguna kursi roda'],Masjid,Kabupaten Kuningan,True,00:00,23:59,24 Jam,,1,Aksesibilitas Terbatas
MASJID JAMI' AL-FALAH,Kec. Cigandamekar,"4,8",41.0,Tidak Ada,Tidak Tersedia,-6.8812405,108.5149234,['Tidak memiliki pintu masuk khusus pengguna kursi roda'],Masjid,Kabupaten Kuningan,False,05:07,18:30,Tidak diketahui,,0,Tidak Tersedia
Masjid AT TAQWA Jalaksana,Kec. Jalaksana,"4,8",388.0,Tidak Ada,Tidak Tersedia,-6.9238859,108.4864157,,Masjid,Kabupaten Kuningan,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid Al Fallah,"Jl. Nanjung Mulya No.06/03, Kec. Kuningan","4,7",46.0,Tidak Ada,Tidak Tersedia,-6.9692694,108.4914186,,Masjid,Kabupaten Kuningan,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
MASJID Al FALAH,Kec. Kuningan,"4,7",32.0,Tidak Ada,Tidak Tersedia,-6.953206,108.481661,,Masjid,Kabupaten Kuningan,False,05:07,18:30,Tidak diketahui,,0,Tidak Tersedia
Masjid Hidayatul Muslimin,,"4,7",71.0,Tidak Ada,Tidak Tersedia,-7.0203405,108.3936802,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Kuningan,False,04:00,22:00,Tidak diketahui,,0,Tidak Tersedia
Masjid Darul Falah Cikaso,"Jl. Kramatmulya - Cikaso, Kec. Kramatmulya","4,7",170.0,Tidak Ada,Tidak Tersedia,-6.9319604,108.4960839,['Tidak memiliki tempat parkir khusus pengguna kursi roda'],Masjid,Kabupaten Kuningan,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid Al Muawanah,Kec. Kuningan,"4,6",81.0,Tidak Ada,Tidak Tersedia,-6.9888115,108.496616,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Kuningan,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid Al Kautsar (MDTA AL Kautsar),"Jalan Ciloa-Kramat Mulya, Kec. Kuningan","4,6",40.0,Tidak Ada,Tidak Tersedia,-6.9307844,108.4909645,,Masjid,Kabupaten Kuningan,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid Desa Sindang Agung,Kec. Sindangagung,"4,7",54.0,Tidak Ada,Tidak Tersedia,-6.9751548,108.5327832,,Masjid,Kabupaten Kuningan,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid Al-Hidayah,Kec. Ciawigebang,"4,6",61.0,Ada,Tidak Tersedia,-6.9307892,108.5809436,,Masjid,Kabupaten Kuningan,False,04:00,22:00,Tidak diketahui,8225873372.0,0,Tidak Tersedia
Masjid Jami Baitul Mu'minin Gandasoli,Kec. Kramatmulya,"4,5",30.0,Tidak Ada,Tidak Tersedia,-6.9363404,108.4705409,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Kuningan,False,04:00,22:00,Tidak diketahui,,0,Tidak Tersedia
Masjid Jami Cipari,Kec. Cigugur,"4,6",49.0,Tidak Ada,Tidak Tersedia,-6.9638848,108.4658556,,Masjid,Kabupaten Kuningan,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid Baiturrahim Ciloa Kuningan,Kec. Kuningan,"4,7",88.0,Tidak Ada,Tidak Tersedia,-6.9453036,108.4874244,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Kuningan,False,04:00,22:00,Tidak diketahui,,0,Tidak Tersedia
Masjid Al-Ashri,Kec. Kramatmulya,"4,7",44.0,Tidak Ada,Tidak Tersedia,-6.9538695,108.4987775,['Tidak memiliki pintu masuk khusus pengguna kursi roda'],Masjid,Kabupaten Kuningan,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid Nurul Hidayah,Kec. Kramatmulya,"4,8",62.0,Tidak Ada,Tidak Tersedia,-6.9315271,108.4816241,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Kuningan,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid Agung Karomat,Kec. Kuningan,"4,6",87.0,Tidak Ada,Tidak Tersedia,-6.9943587,108.5151064,,Masjid,Kabupaten Kuningan,False,04:00,22:00,Tidak diketahui,,0,Tidak Tersedia
Masjid Assalam Pagundan,"Jl. Pagundan, Kec. Lebakwangi","4,6",130.0,Ada,Tidak Tersedia,-6.9849507,108.5570303,['Tidak memiliki pintu masuk khusus pengguna kursi roda'],Masjid,Kabupaten Kuningan,False,04:00,22:00,Tidak diketahui,81324369654.0,0,Tidak Tersedia
Masjid Al-Huda,Kec. Cigugur,"4,7",69.0,Tidak Ada,Tidak Tersedia,-6.9864204,108.4659383,,Masjid,Kabupaten Kuningan,False,04:00,22:00,Tidak diketahui,,0,Tidak Tersedia
Masjid AT TAQWA,"Jl. Cilame No.356, Kec. Kramatmulya","4,7",55.0,Tidak Ada,Tidak Tersedia,-6.9372125,108.4748281,['Tidak memiliki tempat parkir khusus pengguna kursi roda'],Masjid,Kabupaten Kuningan,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid Jami Baitul Muklisin,"Jl. Raya Susukan, Kec. Ciawigebang","4,7",58.0,Tidak Ada,Tidak Tersedia,-6.9656431,108.566741,,Masjid,Kabupaten Kuningan,False,04:00,22:00,Tidak diketahui,,0,Tidak Tersedia
Masjid Cijoho,"Jl. RE. Martadinata No.40, Kec. Kuningan","4,6",133.0,Ada,Tidak Tersedia,-6.9691156,108.4913434,,Masjid,Kabupaten Kuningan,False,04:00,22:00,Tidak diketahui,895364602998.0,0,Tidak Tersedia
"Gereja Katolik St. Carolus Borromeus, Sukamulya",Kec. Cigugur,"4,7",55.0,Tidak Ada,Tidak Tersedia,-6.9774796,108.4586854,,Gereja Katolik,Kabupaten Kuningan,False,05:07,18:30,Tidak diketahui,,0,Tidak Tersedia
Gereja Kristen Indonesia Kuningan,"Jl. Siliwangi No.81, Kec. Kuningan","4,6",46.0,Ada,Tidak Tersedia,-6.9802279,108.4792252,,Gereja Protestan,Kabupaten Kuningan,False,05:07,18:30,Tidak diketahui,232871171.0,0,Tidak Tersedia
Gereja Katolik Kristus Raja Paroki Cigugur Kuningan,Jalan Rumah Sakit No.7,"4,9",162.0,Ada,Tidak Tersedia,-6.9687166,108.4557965,['Memiliki pintu masuk khusus pengguna kursi roda'],Gereja Katolik,Kabupaten Kuningan,False,05:30,20:30,Normal,2328900588.0,1,Aksesibilitas Terbatas
"Gereja Katolik Maria Putri Murni Sejati, Cisantana",Kec. Cigugur,"4,7",224.0,Ada,Tidak Tersedia,-6.959678,108.4523659,['Memiliki pintu masuk khusus pengguna kursi roda'],Gereja Katolik,Kabupaten Kuningan,False,05:07,18:30,Tidak diketahui,82111795559.0,1,Aksesibilitas Terbatas
MAKIN Kuningan,"Jl. Siliwangi No.45, Kec. Kuningan","4,5",231.0,Ada,Tidak Tersedia,-6.9774876,108.4813727,,Vihara,Kabupaten Kuningan,False,05:07,18:30,Tidak diketahui,23181289.0,0,Tidak Tersedia
Masjid Jami At-Taqwa Abu-Salam,Kec. Sukahaji,"4,4",48.0,Tidak Ada,Tidak Tersedia,-6.8422198,108.2856504,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Majalengka,False,04:00,22:00,Tidak diketahui,,2,Aksesibilitas Terbatas
Masjid Miftahul Jannah,"No Jl. Raya K H Abdul Halim No.499, Kec. Majalengka","4,7",182.0,Tidak Ada,Tidak Tersedia,-6.833824,108.2441363,['Tidak memiliki pintu masuk khusus pengguna kursi roda'],Masjid,Kabupaten Majalengka,False,04:00,22:00,Tidak diketahui,,0,Tidak Tersedia
Masjid Islamic Center,Kec. Majalengka,"4,6",64.0,Tidak Ada,Tidak Tersedia,-6.8339202,108.2091633,,Masjid,Kabupaten Majalengka,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid Raharja Khoirul Ummah,Kec. Majalengka,"4,7",59.0,Tidak Ada,Tidak Tersedia,-6.8374086,108.2288067,,Masjid,Kabupaten Majalengka,False,04:00,22:00,Tidak diketahui,,0,Tidak Tersedia
Masjid Al-Hidayah,"Jl. Pangeran Muhamad, Kec. Rajagaluh","4,7",73.0,Tidak Ada,Tidak Tersedia,-6.7872703,108.3381367,,Masjid,Kabupaten Majalengka,False,04:00,22:00,Tidak diketahui,,0,Tidak Tersedia
Masjid Al-Anhar (Sebelah Timur Terminal Maja),Kec. Maja,"4,5",60.0,Ada,Tidak Tersedia,-6.8913547,108.306733,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Majalengka,False,04:00,21:00,Normal,85295733401.0,0,Tidak Tersedia
Masjid Jami Baiturrahim,Kec. Maja,"4,6",50.0,Tidak Ada,Tidak Tersedia,-6.8719387,108.2874342,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Majalengka,False,04:00,22:00,Tidak diketahui,,0,Tidak Tersedia
Masjid Al-Manar Majalengka Kulon,Kec. Majalengka,"4,9",30.0,Tidak Ada,Tidak Tersedia,-6.8354196,108.217419,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Majalengka,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid Panyaweuyan,Kec. Argapura,"4,7",31.0,Ada,Tidak Tersedia,-6.9186589,108.3471854,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Majalengka,False,07:00,20:00,Normal,81321862591.0,0,Tidak Tersedia
Masjid Al Firdaus Kadipaten,Kec. Kadipaten,"4,9",184.0,Ada,Tidak Tersedia,-6.766347,108.1680232,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Masjid,Kabupaten Majalengka,True,00:00,23:59,24 Jam,85878311695.0,3,Aksesibilitas Cukup Lengkap
Masjid Jamie Al Furqon,,"4,6",149.0,Tidak Ada,Tidak Tersedia,-7.0203543,108.3806694,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Majalengka,False,04:00,22:00,Tidak diketahui,,0,Tidak Tersedia
Masjid Jami Al - Ikhlas,Kec. Maja,"4,8",34.0,Tidak Ada,Tidak Tersedia,-6.9437896,108.3044253,,Masjid,Kabupaten Majalengka,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid Hajar Abyadl,Kec. Sindangwangi,"4,6",32.0,Ada,Tidak Tersedia,-6.7782999,108.3995348,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Majalengka,True,00:00,23:59,24 Jam,85775582928.0,0,Tidak Tersedia
Masjid Jami Al Hidayah,"Jl. Raya Cirebon - Bandung Desa, Kec. Palasah","4,7",132.0,Tidak Ada,Tidak Tersedia,-6.7212534,108.2974468,['Tidak memiliki pintu masuk khusus pengguna kursi roda'],Masjid,Kabupaten Majalengka,False,04:00,22:00,Tidak diketahui,,0,Tidak Tersedia
Masjid Nuuroh Kholifah,Kec. Majalengka,"4,9",62.0,Ada,Tidak Tersedia,-6.8369461,108.2381178,,Masjid,Kabupaten Majalengka,True,00:00,23:59,24 Jam,85295181024.0,0,Tidak Tersedia
Masjid Jamie Darussalam,"Jl. Kh. Abdul Halim No.1000, Kec. Panyingkiran","4,6",81.0,Tidak Ada,Tidak Tersedia,-6.8036277,108.1853062,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Majalengka,False,04:00,22:00,Tidak diketahui,,0,Tidak Tersedia
Masjid Sukamulya,Kec. Maja,"4,4",59.0,Tidak Ada,Tidak Tersedia,-6.8794274,108.3042892,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Majalengka,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid Wates Banjaran,Kec. Banjaran,"4,5",32.0,Tidak Ada,Tidak Tersedia,-6.9466005,108.3071286,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Majalengka,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid Besar Al-Hurriyah,"Jl. Raya Cirebon - Bandung No.40, Kec. Jatiwangi","4,6",43.0,Tidak Ada,Tidak Tersedia,-6.7332072,108.2615294,['Tidak memiliki pintu masuk khusus pengguna kursi roda'],Masjid,Kabupaten Majalengka,False,04:00,22:00,Tidak diketahui,,0,Tidak Tersedia
Masjid Agung Al-Imam Majalengka,Kec. Majalengka,"4,8",211.0,Ada,Tidak Tersedia,-6.8354542,108.2267673,,Masjid,Kabupaten Majalengka,False,04:00,22:00,Tidak diketahui,881023447394.0,0,Tidak Tersedia
Masjid Al-Ikhwan,"Jl. Nasional 5 No.16, Kec. Jatiwangi","4,7",66.0,Tidak Ada,Tidak Tersedia,-6.7414541,108.2523635,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Majalengka,False,04:00,22:00,Tidak diketahui,,0,Tidak Tersedia
Masjid Jami Baiturrahman (Haurduni),Kec. Maja,"4,6",44.0,Tidak Ada,Tidak Tersedia,-6.8806808,108.3016364,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Majalengka,False,04:00,22:00,Tidak diketahui,,0,Tidak Tersedia
MASJID BESAR SYIFAAUL QULUUB MAJA,Kec. Maja,"4,7",191.0,Tidak Ada,Tersedia,-6.8886512,108.30357,,Masjid,Kabupaten Majalengka,False,05:07,18:30,Tidak diketahui,,0,Tidak Tersedia
Masjid Farid Ar Rohman,Kec. Kertajati,"4,7",309.0,Tidak Ada,Tidak Tersedia,-6.7132013,108.1733805,['Ada toilet khusus pengguna kursi roda'],Masjid,Kabupaten Majalengka,True,00:00,23:59,24 Jam,,1,Aksesibilitas Terbatas
MASJID NURUL ILMI,"Jl. Kebon Kawung, Kec. Majalengka","4,9",86.0,Ada,Tersedia,-6.8472565,108.2553737,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Majalengka,False,05:07,18:30,Tidak diketahui,85221228704.0,0,Tidak Tersedia
